user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
bin484	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	Placement	taxonomic classification fully defined by topology	GCF_000146505.1, s__Fibrobacter succinogenes, 95.0, 94.11, 0.54; GCF_900177805.1, s__Fibrobacter sp900177805, 95.0, 93.29, 0.54; GCF_002210425.1, s__Fibrobacter elongatus, 95.0, 90.3, 0.55; GCF_900215325.1, s__Fibrobacter sp900215325, 95.0, 89.85, 0.54; GCA_002394865.1, s__Fibrobacter sp002394865, 95.0, 88.31, 0.52; GCF_002210345.1, s__Fibrobacter sp002210345, 95.0, 87.16, 0.51; GCF_900143015.1, s__Fibrobacter sp900143015, 95.0, 85.6, 0.5; GCF_900142545.1, s__Fibrobacter sp900142545, 95.0, 79.94, 0.28; GCF_900177705.1, s__Fibrobacter sp900177705, 95.0, 79.67, 0.27; GCF_900142475.1, s__Fibrobacter sp900142475, 95.0, 79.64, 0.27; GCF_002210295.1, s__Fibrobacter sp002210295, 95.0, 79.64, 0.27; GCA_900316465.1, s__Fibrobacter sp900316465, 95.0, 79.63, 0.29; GCF_900142495.1, s__Fibrobacter sp900142495, 95.0, 79.48, 0.28; GCA_001603905.1, s__Fibrobacter sp001603905, 95.0, 79.22, 0.27; GCF_002210285.1, s__Fibrobacter sp002210285, 95.0, 79.21, 0.25; GCA_002395745.1, s__Fibrobacter sp002395745, 95.0, 79.1, 0.28; GCF_900143055.1, s__Fibrobacter sp900143055, 95.0, 78.94, 0.26; GCA_002449765.1, s__Fibrobacter sp002449765, 95.0, 78.92, 0.24; GCF_900141705.1, s__Fibrobacter sp900141705, 95.0, 78.64, 0.23; GCA_900313675.1, s__Fibrobacter sp900313675, 95.0, 77.55, 0.14; GCA_002382975.1, s__Fibrobacter sp002382975, 95.0, 77.49, 0.14; GCF_900142535.1, s__Fibrobacter sp900142535, 95.0, 77.2, 0.18; GCA_002391195.1, s__Fibrobacter sp002391195, 95.0, 77.14, 0.18	28.83	11	0.9944482167170963	N/A
bin282	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	Placement	taxonomic classification fully defined by topology	GCF_000146505.1, s__Fibrobacter succinogenes, 95.0, 85.78, 0.61; GCF_900177805.1, s__Fibrobacter sp900177805, 95.0, 85.6, 0.62; GCF_002210425.1, s__Fibrobacter elongatus, 95.0, 85.45, 0.66; GCF_900215325.1, s__Fibrobacter sp900215325, 95.0, 85.43, 0.63; GCF_002210345.1, s__Fibrobacter sp002210345, 95.0, 84.95, 0.63; GCA_002394865.1, s__Fibrobacter sp002394865, 95.0, 84.88, 0.61; GCF_900143015.1, s__Fibrobacter sp900143015, 95.0, 84.44, 0.61; GCA_900316465.1, s__Fibrobacter sp900316465, 95.0, 81.4, 0.46; GCF_002210295.1, s__Fibrobacter sp002210295, 95.0, 81.37, 0.46; GCF_900142545.1, s__Fibrobacter sp900142545, 95.0, 81.31, 0.44; GCF_900143055.1, s__Fibrobacter sp900143055, 95.0, 81.3, 0.42; GCA_002395745.1, s__Fibrobacter sp002395745, 95.0, 81.29, 0.48; GCF_900177705.1, s__Fibrobacter sp900177705, 95.0, 81.28, 0.45; GCF_002210285.1, s__Fibrobacter sp002210285, 95.0, 81.26, 0.45; GCF_900142495.1, s__Fibrobacter sp900142495, 95.0, 81.23, 0.44; GCF_900141705.1, s__Fibrobacter sp900141705, 95.0, 81.23, 0.43; GCF_900142475.1, s__Fibrobacter sp900142475, 95.0, 81.04, 0.43; GCA_002449765.1, s__Fibrobacter sp002449765, 95.0, 80.96, 0.43; GCA_001603905.1, s__Fibrobacter sp001603905, 95.0, 80.74, 0.44; GCA_002382975.1, s__Fibrobacter sp002382975, 95.0, 80.55, 0.37; GCA_002391195.1, s__Fibrobacter sp002391195, 95.0, 79.4, 0.36; GCA_900313675.1, s__Fibrobacter sp900313675, 95.0, 79.3, 0.37; GCF_900142465.1, s__Fibrobacter sp900142465, 95.0, 78.37, 0.23; GCF_900142535.1, s__Fibrobacter sp900142535, 95.0, 78.3, 0.23; GCF_003149045.1, s__Fibrobacter sp003149045, 95.0, 78.24, 0.24	69.42	11	0.9780742322785368	Genome has more than 22.5% of markers with multiple hits
bin398	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	Placement	taxonomic classification fully defined by topology	GCA_002395745.1, s__Fibrobacter sp002395745, 95.0, 81.86, 0.38; GCA_002449765.1, s__Fibrobacter sp002449765, 95.0, 81.51, 0.38; GCF_002210285.1, s__Fibrobacter sp002210285, 95.0, 81.21, 0.38; GCF_900143055.1, s__Fibrobacter sp900143055, 95.0, 81.02, 0.41; GCF_900141705.1, s__Fibrobacter sp900141705, 95.0, 81.0, 0.36; GCA_001603905.1, s__Fibrobacter sp001603905, 95.0, 80.61, 0.33; GCF_002210295.1, s__Fibrobacter sp002210295, 95.0, 80.52, 0.36; GCF_900177705.1, s__Fibrobacter sp900177705, 95.0, 80.51, 0.36; GCF_900142475.1, s__Fibrobacter sp900142475, 95.0, 80.4, 0.35; GCA_900316465.1, s__Fibrobacter sp900316465, 95.0, 80.22, 0.32; GCF_900142495.1, s__Fibrobacter sp900142495, 95.0, 80.05, 0.37; GCF_000146505.1, s__Fibrobacter succinogenes, 95.0, 79.86, 0.32; GCF_900142545.1, s__Fibrobacter sp900142545, 95.0, 79.85, 0.34; GCF_900177805.1, s__Fibrobacter sp900177805, 95.0, 79.74, 0.32; GCA_002394865.1, s__Fibrobacter sp002394865, 95.0, 79.72, 0.31; GCA_900313675.1, s__Fibrobacter sp900313675, 95.0, 79.72, 0.26; GCA_002382975.1, s__Fibrobacter sp002382975, 95.0, 79.69, 0.21; GCA_002391195.1, s__Fibrobacter sp002391195, 95.0, 79.65, 0.31; GCF_002210425.1, s__Fibrobacter elongatus, 95.0, 79.43, 0.33; GCF_900215325.1, s__Fibrobacter sp900215325, 95.0, 79.39, 0.31; GCF_002210345.1, s__Fibrobacter sp002210345, 95.0, 79.29, 0.31; GCF_900143015.1, s__Fibrobacter sp900143015, 95.0, 79.04, 0.31; GCF_900142465.1, s__Fibrobacter sp900142465, 95.0, 77.78, 0.24	26.35	11	0.9625374219186132	N/A
bin227	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	Placement	taxonomic classification fully defined by topology	GCA_900316465.1, s__Fibrobacter sp900316465, 95.0, 89.42, 0.76; GCF_002210295.1, s__Fibrobacter sp002210295, 95.0, 89.11, 0.69; GCF_900142545.1, s__Fibrobacter sp900142545, 95.0, 88.32, 0.67; GCF_900142495.1, s__Fibrobacter sp900142495, 95.0, 87.79, 0.65; GCF_900177705.1, s__Fibrobacter sp900177705, 95.0, 87.62, 0.68; GCF_900142475.1, s__Fibrobacter sp900142475, 95.0, 84.38, 0.56; GCA_001603905.1, s__Fibrobacter sp001603905, 95.0, 83.7, 0.58; GCA_002449765.1, s__Fibrobacter sp002449765, 95.0, 81.06, 0.42; GCF_002210285.1, s__Fibrobacter sp002210285, 95.0, 80.85, 0.42; GCF_900143055.1, s__Fibrobacter sp900143055, 95.0, 80.77, 0.42; GCA_002395745.1, s__Fibrobacter sp002395745, 95.0, 80.65, 0.48; GCF_000146505.1, s__Fibrobacter succinogenes, 95.0, 80.61, 0.35; GCF_002210425.1, s__Fibrobacter elongatus, 95.0, 80.47, 0.37; GCF_900141705.1, s__Fibrobacter sp900141705, 95.0, 80.3, 0.4; GCF_900177805.1, s__Fibrobacter sp900177805, 95.0, 80.29, 0.35; GCF_900215325.1, s__Fibrobacter sp900215325, 95.0, 80.21, 0.35; GCF_900143015.1, s__Fibrobacter sp900143015, 95.0, 80.03, 0.35; GCA_002394865.1, s__Fibrobacter sp002394865, 95.0, 79.97, 0.36; GCF_002210345.1, s__Fibrobacter sp002210345, 95.0, 79.89, 0.35; GCA_002391195.1, s__Fibrobacter sp002391195, 95.0, 79.67, 0.38; GCA_002382975.1, s__Fibrobacter sp002382975, 95.0, 79.57, 0.39; GCA_900313675.1, s__Fibrobacter sp900313675, 95.0, 78.99, 0.39; GCF_900142465.1, s__Fibrobacter sp900142465, 95.0, 78.87, 0.26; GCF_900142535.1, s__Fibrobacter sp900142535, 95.0, 78.32, 0.28; GCF_003149045.1, s__Fibrobacter sp003149045, 95.0, 78.18, 0.3	60.95	11	0.992109015034268	Genome has more than 19.2% of markers with multiple hits
bin506	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__	Placement	taxonomic classification fully defined by topology	N/A	22.48	4	0.9637081454933586	N/A
bin112	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1412;g__UBA1412;s__	N/A	N/A	N/A	N/A	N/A	GCA_002308515.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1412;g__UBA1412;s__UBA1412 sp002308515	90.0	0.73	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1412;g__UBA1412;s__	Placement	taxonomic classification fully defined by topology	N/A	67.6	11	0.9789437156408465	N/A
bin440	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	Placement	taxonomic classification fully defined by topology	GCA_002351765.1, s__UBA1067 sp002351765, 95.0, 87.67, 0.4; GCA_004551905.1, s__UBA1067 sp004551905, 95.0, 86.59, 0.41; GCA_002449695.1, s__UBA1067 sp002449695, 95.0, 84.12, 0.36; GCA_900321255.1, s__UBA1067 sp900321255, 95.0, 79.99, 0.3; GCA_002321305.1, s__UBA1067 sp002321305, 95.0, 79.66, 0.32; GCA_900320855.1, s__UBA1067 sp900320855, 95.0, 79.62, 0.32; GCA_002350535.1, s__UBA1067 sp002350535, 95.0, 79.56, 0.28; GCA_002440145.1, s__UBA1067 sp002440145, 95.0, 77.73, 0.22; GCA_002298665.1, s__UBA1067 sp002298665, 95.0, 77.67, 0.27; GCA_002395905.1, s__UBA1067 sp002395905, 95.0, 77.38, 0.22; GCA_002371135.1, s__UBA1067 sp002371135, 95.0, 76.98, 0.24; GCA_002369235.1, s__UBA1067 sp002369235, 95.0, 76.92, 0.15; GCA_002363575.1, s__UBA1067 sp002363575, 95.0, 76.9, 0.2; GCA_002392765.1, s__UBA1067 sp002392765, 95.0, 76.74, 0.21; GCA_900321575.1, s__UBA1067 sp900321575, 95.0, 76.65, 0.14; GCA_002315875.1, s__UBA1067 sp002315875, 95.0, 76.49, 0.2	38.91	11	0.9673728178967913	Genome has more than 13.3% of markers with multiple hits
bin463	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	Placement	taxonomic classification fully defined by topology	GCA_900321255.1, s__UBA1067 sp900321255, 95.0, 88.79, 0.48; GCA_002350535.1, s__UBA1067 sp002350535, 95.0, 88.02, 0.52; GCA_004551905.1, s__UBA1067 sp004551905, 95.0, 80.34, 0.28; GCA_002449695.1, s__UBA1067 sp002449695, 95.0, 80.29, 0.31; GCA_002351765.1, s__UBA1067 sp002351765, 95.0, 80.13, 0.34; GCA_002321305.1, s__UBA1067 sp002321305, 95.0, 79.73, 0.23; GCA_002392765.1, s__UBA1067 sp002392765, 95.0, 79.36, 0.16; GCA_900320855.1, s__UBA1067 sp900320855, 95.0, 79.29, 0.28; GCA_002395905.1, s__UBA1067 sp002395905, 95.0, 78.35, 0.21; GCA_002371755.1, s__UBA1067 sp002371755, 95.0, 77.97, 0.12; GCA_002371135.1, s__UBA1067 sp002371135, 95.0, 77.89, 0.14; GCA_002298665.1, s__UBA1067 sp002298665, 95.0, 77.69, 0.09; GCA_900321575.1, s__UBA1067 sp900321575, 95.0, 77.54, 0.07; GCA_002363575.1, s__UBA1067 sp002363575, 95.0, 77.53, 0.11; GCA_002369235.1, s__UBA1067 sp002369235, 95.0, 77.14, 0.09; GCA_002440145.1, s__UBA1067 sp002440145, 95.0, 77.13, 0.1; GCA_002315875.1, s__UBA1067 sp002315875, 95.0, 76.82, 0.11	36.67	11	0.9791446607357014	Genome has more than 11.7% of markers with multiple hits
bin203	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	Placement	taxonomic classification fully defined by topology	GCA_900321255.1, s__UBA1067 sp900321255, 95.0, 87.42, 0.44; GCA_002350535.1, s__UBA1067 sp002350535, 95.0, 87.34, 0.43; GCA_002351765.1, s__UBA1067 sp002351765, 95.0, 80.08, 0.26; GCA_004551905.1, s__UBA1067 sp004551905, 95.0, 79.72, 0.27; GCA_002449695.1, s__UBA1067 sp002449695, 95.0, 79.7, 0.27; GCA_900320855.1, s__UBA1067 sp900320855, 95.0, 79.65, 0.28; GCA_002321305.1, s__UBA1067 sp002321305, 95.0, 79.52, 0.24; GCA_002392765.1, s__UBA1067 sp002392765, 95.0, 78.29, 0.22; GCA_002298665.1, s__UBA1067 sp002298665, 95.0, 78.23, 0.12; GCA_002395905.1, s__UBA1067 sp002395905, 95.0, 77.85, 0.19; GCA_900321575.1, s__UBA1067 sp900321575, 95.0, 77.49, 0.12; GCA_002440145.1, s__UBA1067 sp002440145, 95.0, 77.49, 0.13	43.69	11	0.9776842800926138	N/A
bin368	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	Placement	taxonomic classification fully defined by topology	GCA_900321255.1, s__UBA1067 sp900321255, 95.0, 88.22, 0.52; GCA_002350535.1, s__UBA1067 sp002350535, 95.0, 87.44, 0.54; GCA_002351765.1, s__UBA1067 sp002351765, 95.0, 80.82, 0.4; GCA_002449695.1, s__UBA1067 sp002449695, 95.0, 80.16, 0.37; GCA_002392765.1, s__UBA1067 sp002392765, 95.0, 80.12, 0.26; GCA_004551905.1, s__UBA1067 sp004551905, 95.0, 80.02, 0.37; GCA_002321305.1, s__UBA1067 sp002321305, 95.0, 78.83, 0.29; GCA_002395905.1, s__UBA1067 sp002395905, 95.0, 78.82, 0.31; GCA_900320855.1, s__UBA1067 sp900320855, 95.0, 78.6, 0.35; GCA_002371755.1, s__UBA1067 sp002371755, 95.0, 77.86, 0.21; GCA_002371135.1, s__UBA1067 sp002371135, 95.0, 77.79, 0.2; GCA_002298665.1, s__UBA1067 sp002298665, 95.0, 77.36, 0.26; GCA_900321575.1, s__UBA1067 sp900321575, 95.0, 77.16, 0.21; GCA_002369235.1, s__UBA1067 sp002369235, 95.0, 77.13, 0.08; GCA_002440145.1, s__UBA1067 sp002440145, 95.0, 77.12, 0.22; GCA_002315875.1, s__UBA1067 sp002315875, 95.0, 76.63, 0.11; GCA_002363575.1, s__UBA1067 sp002363575, 95.0, 76.55, 0.22	45.36	11	0.9730194639471127	Genome has more than 15.8% of markers with multiple hits
bin343	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	Placement	taxonomic classification fully defined by topology	GCA_900321255.1, s__UBA1067 sp900321255, 95.0, 81.64, 0.47; GCA_002350535.1, s__UBA1067 sp002350535, 95.0, 81.41, 0.45; GCA_900320855.1, s__UBA1067 sp900320855, 95.0, 79.78, 0.39; GCA_004551905.1, s__UBA1067 sp004551905, 95.0, 79.74, 0.39; GCA_002321305.1, s__UBA1067 sp002321305, 95.0, 79.5, 0.35; GCA_002449695.1, s__UBA1067 sp002449695, 95.0, 79.47, 0.39; GCA_002351765.1, s__UBA1067 sp002351765, 95.0, 79.14, 0.4; GCA_900321575.1, s__UBA1067 sp900321575, 95.0, 78.03, 0.2; GCA_002395905.1, s__UBA1067 sp002395905, 95.0, 77.99, 0.27; GCA_002440145.1, s__UBA1067 sp002440145, 95.0, 77.68, 0.27; GCA_002298665.1, s__UBA1067 sp002298665, 95.0, 77.66, 0.28; GCA_002392765.1, s__UBA1067 sp002392765, 95.0, 77.57, 0.17; GCA_002371135.1, s__UBA1067 sp002371135, 95.0, 77.52, 0.21; GCA_002371755.1, s__UBA1067 sp002371755, 95.0, 76.88, 0.12; GCA_002369235.1, s__UBA1067 sp002369235, 95.0, 76.85, 0.2; GCA_002315875.1, s__UBA1067 sp002315875, 95.0, 76.71, 0.2; GCA_002363575.1, s__UBA1067 sp002363575, 95.0, 76.59, 0.11	50.2	11	0.9540704884755395	Genome has more than 12.5% of markers with multiple hits
bin338	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	Placement	taxonomic classification fully defined by topology	GCA_002350535.1, s__UBA1067 sp002350535, 95.0, 83.32, 0.43; GCA_900321255.1, s__UBA1067 sp900321255, 95.0, 82.98, 0.4; GCA_002351765.1, s__UBA1067 sp002351765, 95.0, 81.16, 0.38; GCA_004551905.1, s__UBA1067 sp004551905, 95.0, 80.92, 0.39; GCA_002449695.1, s__UBA1067 sp002449695, 95.0, 79.61, 0.34; GCA_002321305.1, s__UBA1067 sp002321305, 95.0, 79.4, 0.32; GCA_900320855.1, s__UBA1067 sp900320855, 95.0, 79.35, 0.36; GCA_002395905.1, s__UBA1067 sp002395905, 95.0, 78.58, 0.3; GCA_900321575.1, s__UBA1067 sp900321575, 95.0, 77.8, 0.26; GCA_002392765.1, s__UBA1067 sp002392765, 95.0, 77.52, 0.17; GCA_002440145.1, s__UBA1067 sp002440145, 95.0, 77.24, 0.23; GCA_002298665.1, s__UBA1067 sp002298665, 95.0, 77.17, 0.28; GCA_002369235.1, s__UBA1067 sp002369235, 95.0, 77.1, 0.21; GCA_002371135.1, s__UBA1067 sp002371135, 95.0, 77.1, 0.2; GCA_002363575.1, s__UBA1067 sp002363575, 95.0, 76.99, 0.21; GCA_002315875.1, s__UBA1067 sp002315875, 95.0, 76.91, 0.15; GCA_002371755.1, s__UBA1067 sp002371755, 95.0, 76.76, 0.11	42.04	11	0.950935391302821	N/A
bin315	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	Placement	taxonomic classification fully defined by topology	GCA_002350535.1, s__UBA1067 sp002350535, 95.0, 81.39, 0.34; GCA_900321255.1, s__UBA1067 sp900321255, 95.0, 81.05, 0.38; GCA_004551905.1, s__UBA1067 sp004551905, 95.0, 80.83, 0.42; GCA_002449695.1, s__UBA1067 sp002449695, 95.0, 80.56, 0.35; GCA_900320855.1, s__UBA1067 sp900320855, 95.0, 80.22, 0.36; GCA_002321305.1, s__UBA1067 sp002321305, 95.0, 80.12, 0.31; GCA_002351765.1, s__UBA1067 sp002351765, 95.0, 79.98, 0.36; GCA_002395905.1, s__UBA1067 sp002395905, 95.0, 78.52, 0.31; GCA_002298665.1, s__UBA1067 sp002298665, 95.0, 78.51, 0.3; GCA_002440145.1, s__UBA1067 sp002440145, 95.0, 78.5, 0.26; GCA_002371135.1, s__UBA1067 sp002371135, 95.0, 77.65, 0.21; GCA_002369235.1, s__UBA1067 sp002369235, 95.0, 77.54, 0.21; GCA_900321575.1, s__UBA1067 sp900321575, 95.0, 77.34, 0.22; GCA_002315875.1, s__UBA1067 sp002315875, 95.0, 77.22, 0.2; GCA_002363575.1, s__UBA1067 sp002363575, 95.0, 76.94, 0.21	48.02	11	0.9467977985574458	N/A
bin511	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	Placement	taxonomic classification fully defined by topology	GCA_900321255.1, s__UBA1067 sp900321255, 95.0, 82.36, 0.56; GCA_002449695.1, s__UBA1067 sp002449695, 95.0, 81.62, 0.54; GCA_002350535.1, s__UBA1067 sp002350535, 95.0, 81.57, 0.54; GCA_002351765.1, s__UBA1067 sp002351765, 95.0, 80.62, 0.52; GCA_004551905.1, s__UBA1067 sp004551905, 95.0, 80.01, 0.48; GCA_002392765.1, s__UBA1067 sp002392765, 95.0, 79.54, 0.32; GCA_900320855.1, s__UBA1067 sp900320855, 95.0, 79.23, 0.48; GCA_002321305.1, s__UBA1067 sp002321305, 95.0, 79.14, 0.42; GCA_002395905.1, s__UBA1067 sp002395905, 95.0, 78.43, 0.37; GCA_002371755.1, s__UBA1067 sp002371755, 95.0, 77.86, 0.3; GCA_002371135.1, s__UBA1067 sp002371135, 95.0, 77.72, 0.32; GCA_900321575.1, s__UBA1067 sp900321575, 95.0, 77.71, 0.34; GCA_002298665.1, s__UBA1067 sp002298665, 95.0, 77.48, 0.37; GCA_002363575.1, s__UBA1067 sp002363575, 95.0, 77.43, 0.28; GCA_002440145.1, s__UBA1067 sp002440145, 95.0, 77.29, 0.32; GCA_002369235.1, s__UBA1067 sp002369235, 95.0, 77.04, 0.26; GCA_002315875.1, s__UBA1067 sp002315875, 95.0, 76.82, 0.28	49.27	11	0.9256796459813084	Genome has more than 30.8% of markers with multiple hits
bin353	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__UBA1067;s__	Placement	taxonomic classification fully defined by topology	GCA_900321255.1, s__UBA1067 sp900321255, 95.0, 82.4, 0.42; GCA_002350535.1, s__UBA1067 sp002350535, 95.0, 82.04, 0.42; GCA_002392765.1, s__UBA1067 sp002392765, 95.0, 78.95, 0.22; GCA_002449695.1, s__UBA1067 sp002449695, 95.0, 78.88, 0.29; GCA_002351765.1, s__UBA1067 sp002351765, 95.0, 78.85, 0.32; GCA_004551905.1, s__UBA1067 sp004551905, 95.0, 78.61, 0.25; GCA_002395905.1, s__UBA1067 sp002395905, 95.0, 78.31, 0.26; GCA_002321305.1, s__UBA1067 sp002321305, 95.0, 78.15, 0.21; GCA_900320855.1, s__UBA1067 sp900320855, 95.0, 77.94, 0.24; GCA_002371755.1, s__UBA1067 sp002371755, 95.0, 77.29, 0.08; GCA_002371135.1, s__UBA1067 sp002371135, 95.0, 77.04, 0.09; GCA_900321575.1, s__UBA1067 sp900321575, 95.0, 76.77, 0.05; GCA_002369235.1, s__UBA1067 sp002369235, 95.0, 76.58, 0.05; GCA_002363575.1, s__UBA1067 sp002363575, 95.0, 76.36, 0.07; GCA_002298665.1, s__UBA1067 sp002298665, 95.0, 76.26, 0.06; GCA_002440145.1, s__UBA1067 sp002440145, 95.0, 76.16, 0.06; GCA_002315875.1, s__UBA1067 sp002315875, 95.0, 76.06, 0.07	33.83	11	0.9339090617254211	N/A
bin332	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572;s__	N/A	N/A	N/A	N/A	N/A	GCA_900320225.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572;s__RUG572 sp900320225	90.91	0.69	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572;s__	Placement	taxonomic classification fully defined by topology	GCA_900547945.1, s__RUG572 sp900547945, 95.0, 80.54, 0.4; GCA_002373695.1, s__RUG572 sp002373695, 95.0, 80.53, 0.43	11.31	11	0.9891889273418399	N/A
bin370	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572;s__	N/A	N/A	N/A	N/A	N/A	GCA_900320225.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572;s__RUG572 sp900320225	87.96	0.47	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__RUG572;s__	Placement	taxonomic classification fully defined by topology	GCA_002373695.1, s__RUG572 sp002373695, 95.0, 78.68, 0.21; GCA_900547945.1, s__RUG572 sp900547945, 95.0, 78.15, 0.23	34.9	11	0.9397619687409655	Genome has more than 17.5% of markers with multiple hits
bin147	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	65.0	11	0.8173555608071263	N/A
